Period;Product Category;Measures;value
May 2018;Street;Deviation;0
May 2018;Street;Marginal Profit Mult Executed Sales;0
May 2018;Street;Marginal Profits;0
May 2018;Street;Sales;0
May 2018;Street;Executed Sales;0
May 2018;Street;Inventories;0
May 2018;Street;Allocations;0
May 2018;Street;Statistical Base Forecast;0
May 2018;Street;Sales Adjustment;0
May 2018;Street;Product Management Adjustment;0
May 2018;Street;Achievement%_Actual;0
May 2018;Street;Achievement%_Forecast;0
May 2018;Street;Production;0
May 2018;Street;Marginal Profits.;0
May 2018;Street;Max Trust 95%;0
May 2018;Street;Min Trust 95%;0
May 2018;Street;Ecart type WML;0
May 2018;Cruiser;store_sales;0
May 2018;Cruiser;store_command;0
May 2018;Cruiser;store_stocks;0
May 2018;Cruiser;Labor Costs;0
May 2018;Cruiser;Actuals;0
May 2018;Cruiser;Sellers_Forecast;0
May 2018;Cruiser;Sales Forecast;0
May 2018;Cruiser;Forecast Arma;0
May 2018;Cruiser;Demand Forecast.;0
May 2018;Cruiser;Target;0
May 2018;Cruiser;Last Years Actuals;0
May 2018;Cruiser;Unit Price;0
May 2018;Cruiser;Unit Cost;0
May 2018;Cruiser;Revenue;0
May 2018;Cruiser;Cost of Sales;0
May 2018;Cruiser;Gross Margin;0
May 2018;Cruiser;Production Cost Mult;0
May 2018;Cruiser;Deviation;0
May 2018;Cruiser;Marginal Profit Mult Executed Sales;0
May 2018;Cruiser;Marginal Profits;0
May 2018;Cruiser;Sales;0
May 2018;Cruiser;Executed Sales;0
May 2018;Cruiser;Inventories;0
May 2018;Cruiser;Allocations;0
May 2018;Cruiser;Statistical Base Forecast;0
May 2018;Cruiser;Sales Adjustment;0
May 2018;Cruiser;Product Management Adjustment;0
May 2018;Cruiser;Achievement%_Actual;0
May 2018;Cruiser;Achievement%_Forecast;0
May 2018;Cruiser;Production;0
May 2018;Cruiser;Marginal Profits.;0
May 2018;Cruiser;Max Trust 95%;0
May 2018;Cruiser;Min Trust 95%;0
May 2018;Cruiser;Ecart type WML;0
May 2018;Touring;store_sales;0
May 2018;Touring;store_command;0
May 2018;Touring;store_stocks;0
May 2018;Touring;Labor Costs;0
May 2018;Touring;Actuals;0
May 2018;Touring;Sellers_Forecast;0
May 2018;Touring;Sales Forecast;0
May 2018;Touring;Forecast Arma;0
May 2018;Touring;Demand Forecast.;0
May 2018;Touring;Target;0
May 2018;Touring;Last Years Actuals;0
May 2018;Touring;Unit Price;0
May 2018;Touring;Unit Cost;0
May 2018;Touring;Revenue;0
May 2018;Touring;Cost of Sales;0
May 2018;Touring;Gross Margin;0
May 2018;Touring;Production Cost Mult;0
May 2018;Touring;Deviation;0
May 2018;Touring;Marginal Profit Mult Executed Sales;0
May 2018;Touring;Marginal Profits;0
May 2018;Touring;Sales;0
May 2018;Touring;Executed Sales;0
May 2018;Touring;Inventories;0
May 2018;Touring;Allocations;0
May 2018;Touring;Statistical Base Forecast;0
May 2018;Touring;Sales Adjustment;0
May 2018;Touring;Product Management Adjustment;0
May 2018;Touring;Achievement%_Actual;0
May 2018;Touring;Achievement%_Forecast;0
May 2018;Touring;Production;0
May 2018;Touring;Marginal Profits.;0
May 2018;Touring;Max Trust 95%;0
May 2018;Touring;Min Trust 95%;0
May 2018;Touring;Ecart type WML;0
May 2018;Off-Road;store_sales;0
May 2018;Off-Road;store_command;0
May 2018;Off-Road;store_stocks;0
May 2018;Off-Road;Labor Costs;0
May 2018;Off-Road;Actuals;0
May 2018;Off-Road;Sellers_Forecast;0
May 2018;Off-Road;Sales Forecast;0
May 2018;Off-Road;Forecast Arma;0
May 2018;Off-Road;Demand Forecast.;0
May 2018;Off-Road;Target;0
May 2018;Off-Road;Last Years Actuals;0
May 2018;Off-Road;Unit Price;0
May 2018;Off-Road;Unit Cost;0
May 2018;Off-Road;Revenue;0
May 2018;Off-Road;Cost of Sales;0
May 2018;Off-Road;Gross Margin;0
May 2018;Off-Road;Production Cost Mult;0
May 2018;Off-Road;Deviation;0
May 2018;Off-Road;Marginal Profit Mult Executed Sales;0
May 2018;Off-Road;Marginal Profits;0
May 2018;Off-Road;Sales;0
May 2018;Off-Road;Executed Sales;21394
May 2018;Off-Road;Inventories;0
May 2018;Off-Road;Allocations;0
May 2018;Off-Road;Statistical Base Forecast;0
May 2018;Off-Road;Sales Adjustment;0
May 2018;Off-Road;Product Management Adjustment;0
May 2018;Off-Road;Achievement%_Actual;0
May 2018;Off-Road;Achievement%_Forecast;0
May 2018;Off-Road;Production;0
May 2018;Off-Road;Marginal Profits.;0
May 2018;Off-Road;Max Trust 95%;0
May 2018;Off-Road;Min Trust 95%;0
May 2018;Off-Road;Ecart type WML;0
juin-18;Street;store_sales;0
juin-18;Street;store_command;0
juin-18;Street;store_stocks;0
juin-18;Street;Labor Costs;0
juin-18;Street;Actuals;0
juin-18;Street;Sellers_Forecast;0
juin-18;Street;Sales Forecast;0
juin-18;Street;Forecast Arma;0
juin-18;Street;Demand Forecast.;0
juin-18;Street;Target;0
juin-18;Street;Last Years Actuals;0
juin-18;Street;Unit Price;0
juin-18;Street;Unit Cost;0
juin-18;Street;Revenue;0
juin-18;Street;Cost of Sales;0
juin-18;Street;Gross Margin;0
juin-18;Street;Production Cost Mult;0
juin-18;Street;Deviation;0
juin-18;Street;Marginal Profit Mult Executed Sales;0
juin-18;Street;Marginal Profits;0
juin-18;Street;Sales;0
juin-18;Street;Executed Sales;0
juin-18;Street;Inventories;0
juin-18;Street;Allocations;0
juin-18;Street;Statistical Base Forecast;0
juin-18;Street;Sales Adjustment;0
juin-18;Street;Product Management Adjustment;0
juin-18;Street;Achievement%_Actual;0
juin-18;Street;Achievement%_Forecast;0
juin-18;Street;Production;0
juin-18;Street;Marginal Profits.;0
juin-18;Street;Max Trust 95%;0
juin-18;Street;Min Trust 95%;0
juin-18;Street;Ecart type WML;0
juin-18;Cruiser;store_sales;0
juin-18;Cruiser;store_command;0
juin-18;Cruiser;store_stocks;0
juin-18;Cruiser;Labor Costs;0
juin-18;Cruiser;Actuals;0
juin-18;Cruiser;Sellers_Forecast;0
juin-18;Cruiser;Sales Forecast;0
juin-18;Cruiser;Forecast Arma;0
juin-18;Cruiser;Demand Forecast.;0
juin-18;Cruiser;Target;0
juin-18;Cruiser;Last Years Actuals;0
juin-18;Cruiser;Unit Price;0
juin-18;Cruiser;Unit Cost;0
juin-18;Cruiser;Revenue;0
juin-18;Cruiser;Cost of Sales;0
juin-18;Cruiser;Gross Margin;0
juin-18;Cruiser;Production Cost Mult;0
juin-18;Cruiser;Deviation;0
juin-18;Cruiser;Marginal Profit Mult Executed Sales;0
juin-18;Cruiser;Marginal Profits;0
juin-18;Cruiser;Sales;0
juin-18;Cruiser;Executed Sales;0
juin-18;Cruiser;Inventories;0
juin-18;Cruiser;Allocations;0
juin-18;Cruiser;Statistical Base Forecast;0
juin-18;Cruiser;Sales Adjustment;0
juin-18;Cruiser;Product Management Adjustment;0
juin-18;Cruiser;Achievement%_Actual;0
juin-18;Cruiser;Achievement%_Forecast;0
juin-18;Cruiser;Production;0
juin-18;Cruiser;Marginal Profits.;0
juin-18;Cruiser;Max Trust 95%;0
juin-18;Cruiser;Min Trust 95%;0
juin-18;Cruiser;Ecart type WML;0
juin-18;Touring;store_sales;0
juin-18;Touring;store_command;0
juin-18;Touring;store_stocks;0
juin-18;Touring;Labor Costs;0
juin-18;Touring;Actuals;0
juin-18;Touring;Sellers_Forecast;0
juin-18;Touring;Sales Forecast;0
juin-18;Touring;Forecast Arma;0
juin-18;Touring;Demand Forecast.;0
juin-18;Touring;Target;0
juin-18;Touring;Last Years Actuals;0
juin-18;Touring;Unit Price;0
juin-18;Touring;Unit Cost;0
juin-18;Touring;Revenue;0
juin-18;Touring;Cost of Sales;0
juin-18;Touring;Gross Margin;0
juin-18;Touring;Production Cost Mult;0
juin-18;Touring;Deviation;0
juin-18;Touring;Marginal Profit Mult Executed Sales;0
juin-18;Touring;Marginal Profits;0
juin-18;Touring;Sales;0
juin-18;Touring;Executed Sales;0
juin-18;Touring;Inventories;0
juin-18;Touring;Allocations;0
juin-18;Touring;Statistical Base Forecast;0
juin-18;Touring;Sales Adjustment;0
juin-18;Touring;Product Management Adjustment;0
juin-18;Touring;Achievement%_Actual;0
juin-18;Touring;Achievement%_Forecast;0
juin-18;Touring;Production;0
juin-18;Touring;Marginal Profits.;0
juin-18;Touring;Max Trust 95%;0
juin-18;Touring;Min Trust 95%;0
juin-18;Touring;Ecart type WML;0
juin-18;Off-Road;store_sales;0
juin-18;Off-Road;store_command;0
juin-18;Off-Road;store_stocks;0
juin-18;Off-Road;Labor Costs;0
juin-18;Off-Road;Actuals;0
juin-18;Off-Road;Sellers_Forecast;0
juin-18;Off-Road;Sales Forecast;0
juin-18;Off-Road;Forecast Arma;0
juin-18;Off-Road;Demand Forecast.;0
juin-18;Off-Road;Target;0
juin-18;Off-Road;Last Years Actuals;0
juin-18;Off-Road;Unit Price;0
juin-18;Off-Road;Unit Cost;0
juin-18;Off-Road;Revenue;0
juin-18;Off-Road;Cost of Sales;0
juin-18;Off-Road;Gross Margin;0
juin-18;Off-Road;Production Cost Mult;0
juin-18;Off-Road;Deviation;0
juin-18;Off-Road;Marginal Profit Mult Executed Sales;0
juin-18;Off-Road;Marginal Profits;0
juin-18;Off-Road;Sales;0
juin-18;Off-Road;Executed Sales;15438
juin-18;Off-Road;Inventories;0
juin-18;Off-Road;Allocations;0
juin-18;Off-Road;Statistical Base Forecast;0
juin-18;Off-Road;Sales Adjustment;0
juin-18;Off-Road;Product Management Adjustment;0
juin-18;Off-Road;Achievement%_Actual;0
juin-18;Off-Road;Achievement%_Forecast;0
juin-18;Off-Road;Production;0
juin-18;Off-Road;Marginal Profits.;0
juin-18;Off-Road;Max Trust 95%;0
juin-18;Off-Road;Min Trust 95%;0
juin-18;Off-Road;Ecart type WML;0
juil-18;Street;store_sales;0
juil-18;Street;store_command;0
juil-18;Street;store_stocks;0
juil-18;Street;Labor Costs;0
juil-18;Street;Actuals;0
juil-18;Street;Sellers_Forecast;0
juil-18;Street;Sales Forecast;0
juil-18;Street;Forecast Arma;0
juil-18;Street;Demand Forecast.;0
juil-18;Street;Target;0
juil-18;Street;Last Years Actuals;0
juil-18;Street;Unit Price;0
juil-18;Street;Unit Cost;0
juil-18;Street;Revenue;0
juil-18;Street;Cost of Sales;0
juil-18;Street;Gross Margin;0
juil-18;Street;Production Cost Mult;0
juil-18;Street;Deviation;0
juil-18;Street;Marginal Profit Mult Executed Sales;0
juil-18;Street;Marginal Profits;0
juil-18;Street;Sales;0
juil-18;Street;Executed Sales;0
juil-18;Street;Inventories;0
juil-18;Street;Allocations;0
juil-18;Street;Statistical Base Forecast;0
juil-18;Street;Sales Adjustment;0
juil-18;Street;Product Management Adjustment;0
juil-18;Street;Achievement%_Actual;0
juil-18;Street;Achievement%_Forecast;0
juil-18;Street;Production;0
juil-18;Street;Marginal Profits.;0
juil-18;Street;Max Trust 95%;0
juil-18;Street;Min Trust 95%;0
juil-18;Street;Ecart type WML;0
juil-18;Cruiser;store_sales;0
juil-18;Cruiser;store_command;0
juil-18;Cruiser;store_stocks;0
juil-18;Cruiser;Labor Costs;0
juil-18;Cruiser;Actuals;0
juil-18;Cruiser;Sellers_Forecast;0
juil-18;Cruiser;Sales Forecast;0
juil-18;Cruiser;Forecast Arma;0
juil-18;Cruiser;Demand Forecast.;0
juil-18;Cruiser;Target;0
juil-18;Cruiser;Last Years Actuals;0
juil-18;Cruiser;Unit Price;0
juil-18;Cruiser;Unit Cost;0
juil-18;Cruiser;Revenue;0
juil-18;Cruiser;Cost of Sales;0
juil-18;Cruiser;Gross Margin;0
juil-18;Cruiser;Production Cost Mult;0
juil-18;Cruiser;Deviation;0
juil-18;Cruiser;Marginal Profit Mult Executed Sales;0
juil-18;Cruiser;Marginal Profits;0
juil-18;Cruiser;Sales;0
juil-18;Cruiser;Executed Sales;0
juil-18;Cruiser;Inventories;0
juil-18;Cruiser;Allocations;0
juil-18;Cruiser;Statistical Base Forecast;0
juil-18;Cruiser;Sales Adjustment;0
juil-18;Cruiser;Product Management Adjustment;0
juil-18;Cruiser;Achievement%_Actual;0
juil-18;Cruiser;Achievement%_Forecast;0
juil-18;Cruiser;Production;0
juil-18;Cruiser;Marginal Profits.;0
juil-18;Cruiser;Max Trust 95%;0
juil-18;Cruiser;Min Trust 95%;0
juil-18;Cruiser;Ecart type WML;0
juil-18;Touring;store_sales;0
juil-18;Touring;store_command;0
juil-18;Touring;store_stocks;0
juil-18;Touring;Labor Costs;0
juil-18;Touring;Actuals;0
juil-18;Touring;Sellers_Forecast;0
juil-18;Touring;Sales Forecast;0
juil-18;Touring;Forecast Arma;0
juil-18;Touring;Demand Forecast.;0
juil-18;Touring;Target;0
juil-18;Touring;Last Years Actuals;0
juil-18;Touring;Unit Price;0
juil-18;Touring;Unit Cost;0
juil-18;Touring;Revenue;0
juil-18;Touring;Cost of Sales;0
juil-18;Touring;Gross Margin;0
juil-18;Touring;Production Cost Mult;0
juil-18;Touring;Deviation;0
juil-18;Touring;Marginal Profit Mult Executed Sales;0
juil-18;Touring;Marginal Profits;0
juil-18;Touring;Sales;0
juil-18;Touring;Executed Sales;0
juil-18;Touring;Inventories;0
juil-18;Touring;Allocations;0
juil-18;Touring;Statistical Base Forecast;0
juil-18;Touring;Sales Adjustment;0
juil-18;Touring;Product Management Adjustment;0
juil-18;Touring;Achievement%_Actual;0
juil-18;Touring;Achievement%_Forecast;0
juil-18;Touring;Production;0
juil-18;Touring;Marginal Profits.;0
juil-18;Touring;Max Trust 95%;0
juil-18;Touring;Min Trust 95%;0
juil-18;Touring;Ecart type WML;0
juil-18;Off-Road;store_sales;0
juil-18;Off-Road;store_command;0
juil-18;Off-Road;store_stocks;0
juil-18;Off-Road;Labor Costs;0
juil-18;Off-Road;Actuals;0
juil-18;Off-Road;Sellers_Forecast;0
juil-18;Off-Road;Sales Forecast;0
juil-18;Off-Road;Forecast Arma;0
juil-18;Off-Road;Demand Forecast.;0
juil-18;Off-Road;Target;0
juil-18;Off-Road;Last Years Actuals;0
juil-18;Off-Road;Unit Price;0
juil-18;Off-Road;Unit Cost;0
juil-18;Off-Road;Revenue;0
juil-18;Off-Road;Cost of Sales;0
juil-18;Off-Road;Gross Margin;0
juil-18;Off-Road;Production Cost Mult;0
juil-18;Off-Road;Deviation;0
juil-18;Off-Road;Marginal Profit Mult Executed Sales;0
juil-18;Off-Road;Marginal Profits;0
juil-18;Off-Road;Sales;0
juil-18;Off-Road;Executed Sales;20162
juil-18;Off-Road;Inventories;0
juil-18;Off-Road;Allocations;0
juil-18;Off-Road;Statistical Base Forecast;0
juil-18;Off-Road;Sales Adjustment;0
juil-18;Off-Road;Product Management Adjustment;0
juil-18;Off-Road;Achievement%_Actual;0
juil-18;Off-Road;Achievement%_Forecast;0
juil-18;Off-Road;Production;0
juil-18;Off-Road;Marginal Profits.;0
juil-18;Off-Road;Max Trust 95%;0
juil-18;Off-Road;Min Trust 95%;0
juil-18;Off-Road;Ecart type WML;0
Aug 2018;Street;store_sales;0
Aug 2018;Street;store_command;0
Aug 2018;Street;store_stocks;0
Aug 2018;Street;Labor Costs;0
Aug 2018;Street;Actuals;0
Aug 2018;Street;Sellers_Forecast;0
Aug 2018;Street;Sales Forecast;0
Aug 2018;Street;Forecast Arma;0
Aug 2018;Street;Demand Forecast.;0
Aug 2018;Street;Target;0
Aug 2018;Street;Last Years Actuals;0
Aug 2018;Street;Unit Price;0
Aug 2018;Street;Unit Cost;0
Aug 2018;Street;Revenue;0
Aug 2018;Street;Cost of Sales;0
Aug 2018;Street;Gross Margin;0
Aug 2018;Street;Production Cost Mult;0
Aug 2018;Street;Deviation;0
Aug 2018;Street;Marginal Profit Mult Executed Sales;0
Aug 2018;Street;Marginal Profits;0
Aug 2018;Street;Sales;0
Aug 2018;Street;Executed Sales;0
Aug 2018;Street;Inventories;0
Aug 2018;Street;Allocations;0
Aug 2018;Street;Statistical Base Forecast;0
Aug 2018;Street;Sales Adjustment;0
Aug 2018;Street;Product Management Adjustment;0
Aug 2018;Street;Achievement%_Actual;0
Aug 2018;Street;Achievement%_Forecast;0
Aug 2018;Street;Production;0
Aug 2018;Street;Marginal Profits.;0
Aug 2018;Street;Max Trust 95%;0
Aug 2018;Street;Min Trust 95%;0
Aug 2018;Street;Ecart type WML;0
Aug 2018;Cruiser;store_sales;0
Aug 2018;Cruiser;store_command;0
Aug 2018;Cruiser;store_stocks;0
Aug 2018;Cruiser;Labor Costs;0
Aug 2018;Cruiser;Actuals;0
Aug 2018;Cruiser;Sellers_Forecast;0
Aug 2018;Cruiser;Sales Forecast;0
Aug 2018;Cruiser;Forecast Arma;0
Aug 2018;Cruiser;Demand Forecast.;0
Aug 2018;Cruiser;Target;0
Aug 2018;Cruiser;Last Years Actuals;0
Aug 2018;Cruiser;Unit Price;0
Aug 2018;Cruiser;Unit Cost;0
Aug 2018;Cruiser;Revenue;0
Aug 2018;Cruiser;Cost of Sales;0
Aug 2018;Cruiser;Gross Margin;0
Aug 2018;Cruiser;Production Cost Mult;0
Aug 2018;Cruiser;Deviation;0
Aug 2018;Cruiser;Marginal Profit Mult Executed Sales;0
Aug 2018;Cruiser;Marginal Profits;0
Aug 2018;Cruiser;Sales;0
Aug 2018;Cruiser;Executed Sales;0
Aug 2018;Cruiser;Inventories;0
Aug 2018;Cruiser;Allocations;0
Aug 2018;Cruiser;Statistical Base Forecast;0
Aug 2018;Cruiser;Sales Adjustment;0
Aug 2018;Cruiser;Product Management Adjustment;0
Aug 2018;Cruiser;Achievement%_Actual;0
Aug 2018;Cruiser;Achievement%_Forecast;0
Aug 2018;Cruiser;Production;0
Aug 2018;Cruiser;Marginal Profits.;0
Aug 2018;Cruiser;Max Trust 95%;0
Aug 2018;Cruiser;Min Trust 95%;0
Aug 2018;Cruiser;Ecart type WML;0
Aug 2018;Touring;store_sales;0
Aug 2018;Touring;store_command;0
Aug 2018;Touring;store_stocks;0
Aug 2018;Touring;Labor Costs;0
Aug 2018;Touring;Actuals;0
Aug 2018;Touring;Sellers_Forecast;0
Aug 2018;Touring;Sales Forecast;0
Aug 2018;Touring;Forecast Arma;0
Aug 2018;Touring;Demand Forecast.;0
Aug 2018;Touring;Target;0
Aug 2018;Touring;Last Years Actuals;0
Aug 2018;Touring;Unit Price;0
Aug 2018;Touring;Unit Cost;0
Aug 2018;Touring;Revenue;0
Aug 2018;Touring;Cost of Sales;0
Aug 2018;Touring;Gross Margin;0
Aug 2018;Touring;Production Cost Mult;0
Aug 2018;Touring;Deviation;0
Aug 2018;Touring;Marginal Profit Mult Executed Sales;0
Aug 2018;Touring;Marginal Profits;0
Aug 2018;Touring;Sales;0
Aug 2018;Touring;Executed Sales;0
Aug 2018;Touring;Inventories;0
Aug 2018;Touring;Allocations;0
Aug 2018;Touring;Statistical Base Forecast;0
Aug 2018;Touring;Sales Adjustment;0
Aug 2018;Touring;Product Management Adjustment;0
Aug 2018;Touring;Achievement%_Actual;0
Aug 2018;Touring;Achievement%_Forecast;0
Aug 2018;Touring;Production;0
Aug 2018;Touring;Marginal Profits.;0
Aug 2018;Touring;Max Trust 95%;0
Aug 2018;Touring;Min Trust 95%;0
Aug 2018;Touring;Ecart type WML;0
Aug 2018;Off-Road;store_sales;0
Aug 2018;Off-Road;store_command;0
Aug 2018;Off-Road;store_stocks;0
Aug 2018;Off-Road;Labor Costs;0
Aug 2018;Off-Road;Actuals;0
Aug 2018;Off-Road;Sellers_Forecast;0
Aug 2018;Off-Road;Sales Forecast;0
Aug 2018;Off-Road;Forecast Arma;0
Aug 2018;Off-Road;Demand Forecast.;0
Aug 2018;Off-Road;Target;0
Aug 2018;Off-Road;Last Years Actuals;0
Aug 2018;Off-Road;Unit Price;0
Aug 2018;Off-Road;Unit Cost;0
Aug 2018;Off-Road;Revenue;0
Aug 2018;Off-Road;Cost of Sales;0
Aug 2018;Off-Road;Gross Margin;0
Aug 2018;Off-Road;Production Cost Mult;0
Aug 2018;Off-Road;Deviation;0
Aug 2018;Off-Road;Marginal Profit Mult Executed Sales;0
Aug 2018;Off-Road;Marginal Profits;0
Aug 2018;Off-Road;Sales;0
Aug 2018;Off-Road;Executed Sales;16328
Aug 2018;Off-Road;Inventories;0
Aug 2018;Off-Road;Allocations;0
Aug 2018;Off-Road;Statistical Base Forecast;0
Aug 2018;Off-Road;Sales Adjustment;0
Aug 2018;Off-Road;Product Management Adjustment;0
Aug 2018;Off-Road;Achievement%_Actual;0
Aug 2018;Off-Road;Achievement%_Forecast;0
Aug 2018;Off-Road;Production;0
Aug 2018;Off-Road;Marginal Profits.;0
Aug 2018;Off-Road;Max Trust 95%;0
Aug 2018;Off-Road;Min Trust 95%;0
Aug 2018;Off-Road;Ecart type WML;0
sept-18;Street;store_sales;0
sept-18;Street;store_command;0
sept-18;Street;store_stocks;0
sept-18;Street;Labor Costs;0
sept-18;Street;Actuals;0
sept-18;Street;Sellers_Forecast;0
sept-18;Street;Sales Forecast;0
sept-18;Street;Forecast Arma;0
sept-18;Street;Demand Forecast.;0
sept-18;Street;Target;0
sept-18;Street;Last Years Actuals;0
sept-18;Street;Unit Price;0
sept-18;Street;Unit Cost;0
sept-18;Street;Revenue;0
sept-18;Street;Cost of Sales;0
sept-18;Street;Gross Margin;0
sept-18;Street;Production Cost Mult;0
sept-18;Street;Deviation;0
sept-18;Street;Marginal Profit Mult Executed Sales;0
sept-18;Street;Marginal Profits;0
sept-18;Street;Sales;0
sept-18;Street;Executed Sales;0
sept-18;Street;Inventories;0
sept-18;Street;Allocations;0
sept-18;Street;Statistical Base Forecast;0
sept-18;Street;Sales Adjustment;0
sept-18;Street;Product Management Adjustment;0
sept-18;Street;Achievement%_Actual;0
sept-18;Street;Achievement%_Forecast;0
sept-18;Street;Production;0
sept-18;Street;Marginal Profits.;0
sept-18;Street;Max Trust 95%;0
sept-18;Street;Min Trust 95%;0
sept-18;Street;Ecart type WML;0
sept-18;Cruiser;store_sales;0
sept-18;Cruiser;store_command;0
sept-18;Cruiser;store_stocks;0
sept-18;Cruiser;Labor Costs;0
sept-18;Cruiser;Actuals;0
sept-18;Cruiser;Sellers_Forecast;0
sept-18;Cruiser;Sales Forecast;0
sept-18;Cruiser;Forecast Arma;0
sept-18;Cruiser;Demand Forecast.;0
sept-18;Cruiser;Target;0
sept-18;Cruiser;Last Years Actuals;0
sept-18;Cruiser;Unit Price;0
sept-18;Cruiser;Unit Cost;0
sept-18;Cruiser;Revenue;0
sept-18;Cruiser;Cost of Sales;0
sept-18;Cruiser;Gross Margin;0
sept-18;Cruiser;Production Cost Mult;0
sept-18;Cruiser;Deviation;0
sept-18;Cruiser;Marginal Profit Mult Executed Sales;0
sept-18;Cruiser;Marginal Profits;0
sept-18;Cruiser;Sales;0
sept-18;Cruiser;Executed Sales;0
sept-18;Cruiser;Inventories;0
sept-18;Cruiser;Allocations;0
sept-18;Cruiser;Statistical Base Forecast;0
sept-18;Cruiser;Sales Adjustment;0
sept-18;Cruiser;Product Management Adjustment;0
sept-18;Cruiser;Achievement%_Actual;0
sept-18;Cruiser;Achievement%_Forecast;0
sept-18;Cruiser;Production;0
sept-18;Cruiser;Marginal Profits.;0
sept-18;Cruiser;Max Trust 95%;0
sept-18;Cruiser;Min Trust 95%;0
sept-18;Cruiser;Ecart type WML;0
sept-18;Touring;store_sales;0
sept-18;Touring;store_command;0
sept-18;Touring;store_stocks;0
sept-18;Touring;Labor Costs;0
sept-18;Touring;Actuals;0
sept-18;Touring;Sellers_Forecast;0
sept-18;Touring;Sales Forecast;0
sept-18;Touring;Forecast Arma;0
sept-18;Touring;Demand Forecast.;0
sept-18;Touring;Target;0
sept-18;Touring;Last Years Actuals;0
sept-18;Touring;Unit Price;0
sept-18;Touring;Unit Cost;0
sept-18;Touring;Revenue;0
sept-18;Touring;Cost of Sales;0
sept-18;Touring;Gross Margin;0
sept-18;Touring;Production Cost Mult;0
sept-18;Touring;Deviation;0
sept-18;Touring;Marginal Profit Mult Executed Sales;0
sept-18;Touring;Marginal Profits;0
sept-18;Touring;Sales;0
sept-18;Touring;Executed Sales;0
sept-18;Touring;Inventories;0
sept-18;Touring;Allocations;0
sept-18;Touring;Statistical Base Forecast;0
sept-18;Touring;Sales Adjustment;0
sept-18;Touring;Product Management Adjustment;0
sept-18;Touring;Achievement%_Actual;0
sept-18;Touring;Achievement%_Forecast;0
sept-18;Touring;Production;0
sept-18;Touring;Marginal Profits.;0
sept-18;Touring;Max Trust 95%;0
sept-18;Touring;Min Trust 95%;0
sept-18;Touring;Ecart type WML;0
sept-18;Off-Road;store_sales;0
sept-18;Off-Road;store_command;0
sept-18;Off-Road;store_stocks;0
sept-18;Off-Road;Labor Costs;0
sept-18;Off-Road;Actuals;0
sept-18;Off-Road;Sellers_Forecast;0
sept-18;Off-Road;Sales Forecast;0
sept-18;Off-Road;Forecast Arma;0
sept-18;Off-Road;Demand Forecast.;0
sept-18;Off-Road;Target;0
sept-18;Off-Road;Last Years Actuals;0
sept-18;Off-Road;Unit Price;0
sept-18;Off-Road;Unit Cost;0
sept-18;Off-Road;Revenue;0
sept-18;Off-Road;Cost of Sales;0
sept-18;Off-Road;Gross Margin;0
sept-18;Off-Road;Production Cost Mult;0
sept-18;Off-Road;Deviation;0
sept-18;Off-Road;Marginal Profit Mult Executed Sales;0
sept-18;Off-Road;Marginal Profits;0
sept-18;Off-Road;Sales;0
sept-18;Off-Road;Executed Sales;17948
sept-18;Off-Road;Inventories;0
sept-18;Off-Road;Allocations;0
sept-18;Off-Road;Statistical Base Forecast;0
sept-18;Off-Road;Sales Adjustment;0
sept-18;Off-Road;Product Management Adjustment;0
sept-18;Off-Road;Achievement%_Actual;0
sept-18;Off-Road;Achievement%_Forecast;0
sept-18;Off-Road;Production;0
sept-18;Off-Road;Marginal Profits.;0
sept-18;Off-Road;Max Trust 95%;0
sept-18;Off-Road;Min Trust 95%;0
sept-18;Off-Road;Ecart type WML;0
oct-18;Street;store_sales;0
oct-18;Street;store_command;0
oct-18;Street;store_stocks;0
oct-18;Street;Labor Costs;0
oct-18;Street;Actuals;0
oct-18;Street;Sellers_Forecast;0
oct-18;Street;Sales Forecast;0
oct-18;Street;Forecast Arma;0
oct-18;Street;Demand Forecast.;0
oct-18;Street;Target;0
oct-18;Street;Last Years Actuals;0
oct-18;Street;Unit Price;0
oct-18;Street;Unit Cost;0
oct-18;Street;Revenue;0
oct-18;Street;Cost of Sales;0
oct-18;Street;Gross Margin;0
oct-18;Street;Production Cost Mult;0
oct-18;Street;Deviation;0
oct-18;Street;Marginal Profit Mult Executed Sales;0
oct-18;Street;Marginal Profits;0
oct-18;Street;Sales;0
oct-18;Street;Executed Sales;0
oct-18;Street;Inventories;0
oct-18;Street;Allocations;0
oct-18;Street;Statistical Base Forecast;0
oct-18;Street;Sales Adjustment;0
oct-18;Street;Product Management Adjustment;0
oct-18;Street;Achievement%_Actual;0
oct-18;Street;Achievement%_Forecast;0
oct-18;Street;Production;0
oct-18;Street;Marginal Profits.;0
oct-18;Street;Max Trust 95%;0
oct-18;Street;Min Trust 95%;0
oct-18;Street;Ecart type WML;0
oct-18;Cruiser;store_sales;0
oct-18;Cruiser;store_command;0
oct-18;Cruiser;store_stocks;0
oct-18;Cruiser;Labor Costs;0
oct-18;Cruiser;Actuals;0
oct-18;Cruiser;Sellers_Forecast;0
oct-18;Cruiser;Sales Forecast;0
oct-18;Cruiser;Forecast Arma;0
oct-18;Cruiser;Demand Forecast.;0
oct-18;Cruiser;Target;0
oct-18;Cruiser;Last Years Actuals;0
oct-18;Cruiser;Unit Price;0
oct-18;Cruiser;Unit Cost;0
oct-18;Cruiser;Revenue;0
