Period,Product Category,Measures,value
Mar 2018,Street,Product Management Adjustment,0
Mar 2018,Street,Achievement%_Actual,0
Mar 2018,Street,Achievement%_Forecast,0
Mar 2018,Street,Production,0
Mar 2018,Street,Marginal Profits.,0
Mar 2018,Street,Max Trust 95%,0
Mar 2018,Street,Min Trust 95%,0
Mar 2018,Street,Ecart type WML,0
Mar 2018,Cruiser,store_sales,0
Mar 2018,Cruiser,store_command,0
Mar 2018,Cruiser,store_stocks,0
Mar 2018,Cruiser,Labor Costs,0
Mar 2018,Cruiser,Actuals,0
Mar 2018,Cruiser,Sellers_Forecast,0
Mar 2018,Cruiser,Sales Forecast,0
Mar 2018,Cruiser,Forecast Arma,0
Mar 2018,Cruiser,Demand Forecast.,0
Mar 2018,Cruiser,Target,0
Mar 2018,Cruiser,Last Years Actuals,0
Mar 2018,Cruiser,Unit Price,0
Mar 2018,Cruiser,Unit Cost,0
Mar 2018,Cruiser,Revenue,0
Mar 2018,Cruiser,Cost of Sales,0
Mar 2018,Cruiser,Gross Margin,0
Mar 2018,Cruiser,Production Cost Mult,0
Mar 2018,Cruiser,Deviation,0
Mar 2018,Cruiser,Marginal Profit Mult Executed Sales,0
Mar 2018,Cruiser,Marginal Profits,0
Mar 2018,Cruiser,Sales,0
Mar 2018,Cruiser,Executed Sales,0
Mar 2018,Cruiser,Inventories,0
Mar 2018,Cruiser,Allocations,0
Mar 2018,Cruiser,Statistical Base Forecast,0
Mar 2018,Cruiser,Sales Adjustment,0
Mar 2018,Cruiser,Product Management Adjustment,0
Mar 2018,Cruiser,Achievement%_Actual,0
Mar 2018,Cruiser,Achievement%_Forecast,0
Mar 2018,Cruiser,Production,0
Mar 2018,Cruiser,Marginal Profits.,0
Mar 2018,Cruiser,Max Trust 95%,0
Mar 2018,Cruiser,Min Trust 95%,0
Mar 2018,Cruiser,Ecart type WML,0
Mar 2018,Touring,store_sales,0
Mar 2018,Touring,store_command,0
Mar 2018,Touring,store_stocks,0
Mar 2018,Touring,Labor Costs,0
Mar 2018,Touring,Actuals,0
Mar 2018,Touring,Sellers_Forecast,0
Mar 2018,Touring,Sales Forecast,0
Mar 2018,Touring,Forecast Arma,0
Mar 2018,Touring,Demand Forecast.,0
Mar 2018,Touring,Target,0
Mar 2018,Touring,Last Years Actuals,0
Mar 2018,Touring,Unit Price,0
Mar 2018,Touring,Unit Cost,0
Mar 2018,Touring,Revenue,0
Mar 2018,Touring,Cost of Sales,0
Mar 2018,Touring,Gross Margin,0
Mar 2018,Touring,Production Cost Mult,0
Mar 2018,Touring,Deviation,0
Mar 2018,Touring,Marginal Profit Mult Executed Sales,0
Mar 2018,Touring,Marginal Profits,0
Mar 2018,Touring,Sales,0
Mar 2018,Touring,Executed Sales,0
Mar 2018,Touring,Inventories,0
Mar 2018,Touring,Allocations,0
Mar 2018,Touring,Statistical Base Forecast,0
Mar 2018,Touring,Sales Adjustment,0
Mar 2018,Touring,Product Management Adjustment,0
Mar 2018,Touring,Achievement%_Actual,0
Mar 2018,Touring,Achievement%_Forecast,0
Mar 2018,Touring,Production,0
Mar 2018,Touring,Marginal Profits.,0
Mar 2018,Touring,Max Trust 95%,0
Mar 2018,Touring,Min Trust 95%,0
Mar 2018,Touring,Ecart type WML,0
Mar 2018,Off-Road,store_sales,0
Mar 2018,Off-Road,store_command,0
Mar 2018,Off-Road,store_stocks,0
Mar 2018,Off-Road,Labor Costs,0
Mar 2018,Off-Road,Actuals,0
Mar 2018,Off-Road,Sellers_Forecast,0
Mar 2018,Off-Road,Sales Forecast,0
Mar 2018,Off-Road,Forecast Arma,0
Mar 2018,Off-Road,Demand Forecast.,0
Mar 2018,Off-Road,Target,0
Mar 2018,Off-Road,Last Years Actuals,0
Mar 2018,Off-Road,Unit Price,0
Mar 2018,Off-Road,Unit Cost,0
Mar 2018,Off-Road,Revenue,0
Mar 2018,Off-Road,Cost of Sales,0
Mar 2018,Off-Road,Gross Margin,0
Mar 2018,Off-Road,Production Cost Mult,0
Mar 2018,Off-Road,Deviation,0
Mar 2018,Off-Road,Marginal Profit Mult Executed Sales,0
Mar 2018,Off-Road,Marginal Profits,0
Mar 2018,Off-Road,Sales,0
Mar 2018,Off-Road,Executed Sales,24758
Mar 2018,Off-Road,Inventories,0
Mar 2018,Off-Road,Allocations,0
Mar 2018,Off-Road,Statistical Base Forecast,0
Mar 2018,Off-Road,Sales Adjustment,0
Mar 2018,Off-Road,Product Management Adjustment,0
Mar 2018,Off-Road,Achievement%_Actual,0
Mar 2018,Off-Road,Achievement%_Forecast,0
Mar 2018,Off-Road,Production,0
Mar 2018,Off-Road,Marginal Profits.,0
Mar 2018,Off-Road,Max Trust 95%,0
Mar 2018,Off-Road,Min Trust 95%,0
Mar 2018,Off-Road,Ecart type WML,0
Apr 2018,Street,store_sales,0
Apr 2018,Street,store_command,0
Apr 2018,Street,store_stocks,0
Apr 2018,Street,Labor Costs,0
Apr 2018,Street,Actuals,0
Apr 2018,Street,Sellers_Forecast,0
Apr 2018,Street,Sales Forecast,0
Apr 2018,Street,Forecast Arma,0
Apr 2018,Street,Demand Forecast.,0
Apr 2018,Street,Target,0
Apr 2018,Street,Last Years Actuals,0
Apr 2018,Street,Unit Price,0
Apr 2018,Street,Unit Cost,0
Apr 2018,Street,Revenue,0
Apr 2018,Street,Cost of Sales,0
Apr 2018,Street,Gross Margin,0
Apr 2018,Street,Production Cost Mult,0
Apr 2018,Street,Deviation,0
Apr 2018,Street,Marginal Profit Mult Executed Sales,0
Apr 2018,Street,Marginal Profits,0
Apr 2018,Street,Sales,0
Apr 2018,Street,Executed Sales,0
Apr 2018,Street,Inventories,0
Apr 2018,Street,Allocations,0
Apr 2018,Street,Statistical Base Forecast,0
Apr 2018,Street,Sales Adjustment,0
Apr 2018,Street,Product Management Adjustment,0
Apr 2018,Street,Achievement%_Actual,0
Apr 2018,Street,Achievement%_Forecast,0
Apr 2018,Street,Production,0
Apr 2018,Street,Marginal Profits.,0
Apr 2018,Street,Max Trust 95%,0
Apr 2018,Street,Min Trust 95%,0
Apr 2018,Street,Ecart type WML,0
Apr 2018,Cruiser,store_sales,0
Apr 2018,Cruiser,store_command,0
Apr 2018,Cruiser,store_stocks,0
Apr 2018,Cruiser,Labor Costs,0
Apr 2018,Cruiser,Actuals,0
Apr 2018,Cruiser,Sellers_Forecast,0
Apr 2018,Cruiser,Sales Forecast,0
Apr 2018,Cruiser,Forecast Arma,0
Apr 2018,Cruiser,Demand Forecast.,0
Apr 2018,Cruiser,Target,0
Apr 2018,Cruiser,Last Years Actuals,0
Apr 2018,Cruiser,Unit Price,0
Apr 2018,Cruiser,Unit Cost,0
Apr 2018,Cruiser,Revenue,0
Apr 2018,Cruiser,Cost of Sales,0
Apr 2018,Cruiser,Gross Margin,0
Apr 2018,Cruiser,Production Cost Mult,0
Apr 2018,Cruiser,Deviation,0
Apr 2018,Cruiser,Marginal Profit Mult Executed Sales,0
Apr 2018,Cruiser,Marginal Profits,0
Apr 2018,Cruiser,Sales,0
Apr 2018,Cruiser,Executed Sales,0
Apr 2018,Cruiser,Inventories,0
Apr 2018,Cruiser,Allocations,0
Apr 2018,Cruiser,Statistical Base Forecast,0
Apr 2018,Cruiser,Sales Adjustment,0
Apr 2018,Cruiser,Product Management Adjustment,0
Apr 2018,Cruiser,Achievement%_Actual,0
Apr 2018,Cruiser,Achievement%_Forecast,0
Apr 2018,Cruiser,Production,0
Apr 2018,Cruiser,Marginal Profits.,0
Apr 2018,Cruiser,Max Trust 95%,0
Apr 2018,Cruiser,Min Trust 95%,0
Apr 2018,Cruiser,Ecart type WML,0
Apr 2018,Touring,store_sales,0
Apr 2018,Touring,store_command,0
Apr 2018,Touring,store_stocks,0
Apr 2018,Touring,Labor Costs,0
Apr 2018,Touring,Actuals,0
Apr 2018,Touring,Sellers_Forecast,0
Apr 2018,Touring,Sales Forecast,0
Apr 2018,Touring,Forecast Arma,0
Apr 2018,Touring,Demand Forecast.,0
Apr 2018,Touring,Target,0
Apr 2018,Touring,Last Years Actuals,0
Apr 2018,Touring,Unit Price,0
Apr 2018,Touring,Unit Cost,0
Apr 2018,Touring,Revenue,0
Apr 2018,Touring,Cost of Sales,0
Apr 2018,Touring,Gross Margin,0
Apr 2018,Touring,Production Cost Mult,0
Apr 2018,Touring,Deviation,0
Apr 2018,Touring,Marginal Profit Mult Executed Sales,0
Apr 2018,Touring,Marginal Profits,0
Apr 2018,Touring,Sales,0
Apr 2018,Touring,Executed Sales,0
Apr 2018,Touring,Inventories,0
Apr 2018,Touring,Allocations,0
Apr 2018,Touring,Statistical Base Forecast,0
Apr 2018,Touring,Sales Adjustment,0
Apr 2018,Touring,Product Management Adjustment,0
Apr 2018,Touring,Achievement%_Actual,0
Apr 2018,Touring,Achievement%_Forecast,0
Apr 2018,Touring,Production,0
Apr 2018,Touring,Marginal Profits.,0
Apr 2018,Touring,Max Trust 95%,0
Apr 2018,Touring,Min Trust 95%,0
Apr 2018,Touring,Ecart type WML,0
Apr 2018,Off-Road,store_sales,0
Apr 2018,Off-Road,store_command,0
Apr 2018,Off-Road,store_stocks,0
Apr 2018,Off-Road,Labor Costs,0
Apr 2018,Off-Road,Actuals,0
Apr 2018,Off-Road,Sellers_Forecast,0
Apr 2018,Off-Road,Sales Forecast,0
Apr 2018,Off-Road,Forecast Arma,0
Apr 2018,Off-Road,Demand Forecast.,0
Apr 2018,Off-Road,Target,0
Apr 2018,Off-Road,Last Years Actuals,0
Apr 2018,Off-Road,Unit Price,0
Apr 2018,Off-Road,Unit Cost,0
Apr 2018,Off-Road,Revenue,0
Apr 2018,Off-Road,Cost of Sales,0
Apr 2018,Off-Road,Gross Margin,0
Apr 2018,Off-Road,Production Cost Mult,0
Apr 2018,Off-Road,Deviation,0
Apr 2018,Off-Road,Marginal Profit Mult Executed Sales,0
Apr 2018,Off-Road,Marginal Profits,0
Apr 2018,Off-Road,Sales,0
Apr 2018,Off-Road,Executed Sales,17069
Apr 2018,Off-Road,Inventories,0
Apr 2018,Off-Road,Allocations,0
Apr 2018,Off-Road,Statistical Base Forecast,0
Apr 2018,Off-Road,Sales Adjustment,0
Apr 2018,Off-Road,Product Management Adjustment,0
Apr 2018,Off-Road,Achievement%_Actual,0
Apr 2018,Off-Road,Achievement%_Forecast,0
Apr 2018,Off-Road,Production,0
Apr 2018,Off-Road,Marginal Profits.,0
Apr 2018,Off-Road,Max Trust 95%,0
Apr 2018,Off-Road,Min Trust 95%,0
Apr 2018,Off-Road,Ecart type WML,0
May 2018,Street,store_sales,0
May 2018,Street,store_command,0
May 2018,Street,store_stocks,0
May 2018,Street,Labor Costs,0
May 2018,Street,Actuals,0
May 2018,Street,Sellers_Forecast,0
May 2018,Street,Sales Forecast,0
May 2018,Street,Forecast Arma,0
May 2018,Street,Demand Forecast.,0
May 2018,Street,Target,0
May 2018,Street,Last Years Actuals,0
May 2018,Street,Unit Price,0
May 2018,Street,Unit Cost,0
May 2018,Street,Revenue,0
May 2018,Street,Cost of Sales,0
May 2018,Street,Gross Margin,0
May 2018,Street,Production Cost Mult,0
May 2018,Street,Deviation,0
May 2018,Street,Marginal Profit Mult Executed Sales,0
May 2018,Street,Marginal Profits,0
May 2018,Street,Sales,0
May 2018,Street,Executed Sales,0
May 2018,Street,Inventories,0
May 2018,Street,Allocations,0
May 2018,Street,Statistical Base Forecast,0
May 2018,Street,Sales Adjustment,0
May 2018,Street,Product Management Adjustment,0
May 2018,Street,Achievement%_Actual,0
May 2018,Street,Achievement%_Forecast,0
May 2018,Street,Production,0
May 2018,Street,Marginal Profits.,0
May 2018,Street,Max Trust 95%,0
May 2018,Street,Min Trust 95%,0
May 2018,Street,Ecart type WML,0
May 2018,Cruiser,store_sales,0
May 2018,Cruiser,store_command,0
May 2018,Cruiser,store_stocks,0
May 2018,Cruiser,Labor Costs,0
May 2018,Cruiser,Actuals,0
May 2018,Cruiser,Sellers_Forecast,0
May 2018,Cruiser,Sales Forecast,0
May 2018,Cruiser,Forecast Arma,0
May 2018,Cruiser,Demand Forecast.,0
May 2018,Cruiser,Target,0
May 2018,Cruiser,Last Years Actuals,0
May 2018,Cruiser,Unit Price,0
May 2018,Cruiser,Unit Cost,0
May 2018,Cruiser,Revenue,0
May 2018,Cruiser,Cost of Sales,0
May 2018,Cruiser,Gross Margin,0
May 2018,Cruiser,Production Cost Mult,0
May 2018,Cruiser,Deviation,0
May 2018,Cruiser,Marginal Profit Mult Executed Sales,0
May 2018,Cruiser,Marginal Profits,0
May 2018,Cruiser,Sales,0
May 2018,Cruiser,Executed Sales,0
May 2018,Cruiser,Inventories,0
May 2018,Cruiser,Allocations,0
May 2018,Cruiser,Statistical Base Forecast,0
May 2018,Cruiser,Sales Adjustment,0
May 2018,Cruiser,Product Management Adjustment,0
May 2018,Cruiser,Achievement%_Actual,0
May 2018,Cruiser,Achievement%_Forecast,0
May 2018,Cruiser,Production,0
May 2018,Cruiser,Marginal Profits.,0
May 2018,Cruiser,Max Trust 95%,0
May 2018,Cruiser,Min Trust 95%,0
May 2018,Cruiser,Ecart type WML,0
May 2018,Touring,store_sales,0
May 2018,Touring,store_command,0
May 2018,Touring,store_stocks,0
May 2018,Touring,Labor Costs,0
May 2018,Touring,Actuals,0
May 2018,Touring,Sellers_Forecast,0
May 2018,Touring,Sales Forecast,0
May 2018,Touring,Forecast Arma,0
May 2018,Touring,Demand Forecast.,0
May 2018,Touring,Target,0
May 2018,Touring,Last Years Actuals,0
May 2018,Touring,Unit Price,0
May 2018,Touring,Unit Cost,0
May 2018,Touring,Revenue,0
May 2018,Touring,Cost of Sales,0
May 2018,Touring,Gross Margin,0
May 2018,Touring,Production Cost Mult,0
May 2018,Touring,Deviation,0
May 2018,Touring,Marginal Profit Mult Executed Sales,0
May 2018,Touring,Marginal Profits,0
May 2018,Touring,Sales,0
May 2018,Touring,Executed Sales,0
May 2018,Touring,Inventories,0
May 2018,Touring,Allocations,0
May 2018,Touring,Statistical Base Forecast,0
May 2018,Touring,Sales Adjustment,0
May 2018,Touring,Product Management Adjustment,0
May 2018,Touring,Achievement%_Actual,0
May 2018,Touring,Achievement%_Forecast,0
May 2018,Touring,Production,0
May 2018,Touring,Marginal Profits.,0
May 2018,Touring,Max Trust 95%,0
May 2018,Touring,Min Trust 95%,0
May 2018,Touring,Ecart type WML,0
May 2018,Off-Road,store_sales,0
May 2018,Off-Road,store_command,0
May 2018,Off-Road,store_stocks,0
May 2018,Off-Road,Labor Costs,0
May 2018,Off-Road,Actuals,0
May 2018,Off-Road,Sellers_Forecast,0
May 2018,Off-Road,Sales Forecast,0
May 2018,Off-Road,Forecast Arma,0
May 2018,Off-Road,Demand Forecast.,0
May 2018,Off-Road,Target,0
May 2018,Off-Road,Last Years Actuals,0
May 2018,Off-Road,Unit Price,0
May 2018,Off-Road,Unit Cost,0
May 2018,Off-Road,Revenue,0
May 2018,Off-Road,Cost of Sales,0
May 2018,Off-Road,Gross Margin,0
May 2018,Off-Road,Production Cost Mult,0
May 2018,Off-Road,Deviation,0
May 2018,Off-Road,Marginal Profit Mult Executed Sales,0
May 2018,Off-Road,Marginal Profits,0
May 2018,Off-Road,Sales,0
May 2018,Off-Road,Executed Sales,21394
May 2018,Off-Road,Inventories,0
May 2018,Off-Road,Allocations,0
May 2018,Off-Road,Statistical Base Forecast,0
May 2018,Off-Road,Sales Adjustment,0
May 2018,Off-Road,Product Management Adjustment,0
May 2018,Off-Road,Achievement%_Actual,0
May 2018,Off-Road,Achievement%_Forecast,0
May 2018,Off-Road,Production,0
May 2018,Off-Road,Marginal Profits.,0
May 2018,Off-Road,Max Trust 95%,0
May 2018,Off-Road,Min Trust 95%,0
May 2018,Off-Road,Ecart type WML,0
Jun 2018,Street,store_sales,0
Jun 2018,Street,store_command,0
Jun 2018,Street,store_stocks,0
Jun 2018,Street,Labor Costs,0
Jun 2018,Street,Actuals,0
Jun 2018,Street,Sellers_Forecast,0
Jun 2018,Street,Sales Forecast,0
Jun 2018,Street,Forecast Arma,0
Jun 2018,Street,Demand Forecast.,0
Jun 2018,Street,Target,0
Jun 2018,Street,Last Years Actuals,0
Jun 2018,Street,Unit Price,0
Jun 2018,Street,Unit Cost,0
Jun 2018,Street,Revenue,0
Jun 2018,Street,Cost of Sales,0
Jun 2018,Street,Gross Margin,0
Jun 2018,Street,Production Cost Mult,0
Jun 2018,Street,Deviation,0
Jun 2018,Street,Marginal Profit Mult Executed Sales,0
Jun 2018,Street,Marginal Profits,0
Jun 2018,Street,Sales,0
Jun 2018,Street,Executed Sales,0
Jun 2018,Street,Inventories,0
Jun 2018,Street,Allocations,0
Jun 2018,Street,Statistical Base Forecast,0
Jun 2018,Street,Sales Adjustment,0
Jun 2018,Street,Product Management Adjustment,0
Jun 2018,Street,Achievement%_Actual,0
Jun 2018,Street,Achievement%_Forecast,0
Jun 2018,Street,Production,0
Jun 2018,Street,Marginal Profits.,0
Jun 2018,Street,Max Trust 95%,0
Jun 2018,Street,Min Trust 95%,0
Jun 2018,Street,Ecart type WML,0
Jun 2018,Cruiser,store_sales,0
Jun 2018,Cruiser,store_command,0
Jun 2018,Cruiser,store_stocks,0
Jun 2018,Cruiser,Labor Costs,0
Jun 2018,Cruiser,Actuals,0
Jun 2018,Cruiser,Sellers_Forecast,0
Jun 2018,Cruiser,Sales Forecast,0
Jun 2018,Cruiser,Forecast Arma,0
Jun 2018,Cruiser,Demand Forecast.,0
Jun 2018,Cruiser,Target,0
Jun 2018,Cruiser,Last Years Actuals,0
Jun 2018,Cruiser,Unit Price,0
Jun 2018,Cruiser,Unit Cost,0
Jun 2018,Cruiser,Revenue,0
Jun 2018,Cruiser,Cost of Sales,0
Jun 2018,Cruiser,Gross Margin,0
Jun 2018,Cruiser,Production Cost Mult,0
Jun 2018,Cruiser,Deviation,0
Jun 2018,Cruiser,Marginal Profit Mult Executed Sales,0
Jun 2018,Cruiser,Marginal Profits,0
Jun 2018,Cruiser,Sales,0
Jun 2018,Cruiser,Executed Sales,0
Jun 2018,Cruiser,Inventories,0
Jun 2018,Cruiser,Allocations,0
Jun 2018,Cruiser,Statistical Base Forecast,0
Jun 2018,Cruiser,Sales Adjustment,0
Jun 2018,Cruiser,Product Management Adjustment,0
Jun 2018,Cruiser,Achievement%_Actual,0
Jun 2018,Cruiser,Achievement%_Forecast,0
Jun 2018,Cruiser,Production,0
Jun 2018,Cruiser,Marginal Profits.,0
Jun 2018,Cruiser,Max Trust 95%,0
Jun 2018,Cruiser,Min Trust 95%,0
Jun 2018,Cruiser,Ecart type WML,0
Jun 2018,Touring,store_sales,0
Jun 2018,Touring,store_command,0
Jun 2018,Touring,store_stocks,0
Jun 2018,Touring,Labor Costs,0
Jun 2018,Touring,Actuals,0
Jun 2018,Touring,Sellers_Forecast,0
Jun 2018,Touring,Sales Forecast,0
Jun 2018,Touring,Forecast Arma,0
Jun 2018,Touring,Demand Forecast.,0
Jun 2018,Touring,Target,0
Jun 2018,Touring,Last Years Actuals,0
Jun 2018,Touring,Unit Price,0
Jun 2018,Touring,Unit Cost,0
Jun 2018,Touring,Revenue,0
Jun 2018,Touring,Cost of Sales,0
Jun 2018,Touring,Gross Margin,0
Jun 2018,Touring,Production Cost Mult,0
Jun 2018,Touring,Deviation,0
Jun 2018,Touring,Marginal Profit Mult Executed Sales,0
Jun 2018,Touring,Marginal Profits,0
Jun 2018,Touring,Sales,0
Jun 2018,Touring,Executed Sales,0
Jun 2018,Touring,Inventories,0
Jun 2018,Touring,Allocations,0
Jun 2018,Touring,Statistical Base Forecast,0
Jun 2018,Touring,Sales Adjustment,0
Jun 2018,Touring,Product Management Adjustment,0
Jun 2018,Touring,Achievement%_Actual,0
Jun 2018,Touring,Achievement%_Forecast,0
Jun 2018,Touring,Production,0
Jun 2018,Touring,Marginal Profits.,0
Jun 2018,Touring,Max Trust 95%,0
Jun 2018,Touring,Min Trust 95%,0
Jun 2018,Touring,Ecart type WML,0
Jun 2018,Off-Road,store_sales,0
Jun 2018,Off-Road,store_command,0
Jun 2018,Off-Road,store_stocks,0
Jun 2018,Off-Road,Labor Costs,0
Jun 2018,Off-Road,Actuals,0
Jun 2018,Off-Road,Sellers_Forecast,0
Jun 2018,Off-Road,Sales Forecast,0
Jun 2018,Off-Road,Forecast Arma,0
Jun 2018,Off-Road,Demand Forecast.,0
Jun 2018,Off-Road,Target,0
Jun 2018,Off-Road,Last Years Actuals,0
Jun 2018,Off-Road,Unit Price,0
Jun 2018,Off-Road,Unit Cost,0
Jun 2018,Off-Road,Revenue,0
Jun 2018,Off-Road,Cost of Sales,0
Jun 2018,Off-Road,Gross Margin,0
Jun 2018,Off-Road,Production Cost Mult,0
Jun 2018,Off-Road,Deviation,0
Jun 2018,Off-Road,Marginal Profit Mult Executed Sales,0
Jun 2018,Off-Road,Marginal Profits,0
Jun 2018,Off-Road,Sales,0
Jun 2018,Off-Road,Executed Sales,15438
Jun 2018,Off-Road,Inventories,0
Jun 2018,Off-Road,Allocations,0
Jun 2018,Off-Road,Statistical Base Forecast,0
Jun 2018,Off-Road,Sales Adjustment,0
Jun 2018,Off-Road,Product Management Adjustment,0
Jun 2018,Off-Road,Achievement%_Actual,0
Jun 2018,Off-Road,Achievement%_Forecast,0
Jun 2018,Off-Road,Production,0
Jun 2018,Off-Road,Marginal Profits.,0
Jun 2018,Off-Road,Max Trust 95%,0
Jun 2018,Off-Road,Min Trust 95%,0
Jun 2018,Off-Road,Ecart type WML,0
Jul 2018,Street,store_sales,0
Jul 2018,Street,store_command,0
Jul 2018,Street,store_stocks,0
Jul 2018,Street,Labor Costs,0
Jul 2018,Street,Actuals,0
Jul 2018,Street,Sellers_Forecast,0
Jul 2018,Street,Sales Forecast,0
Jul 2018,Street,Forecast Arma,0
Jul 2018,Street,Demand Forecast.,0
Jul 2018,Street,Target,0
Jul 2018,Street,Last Years Actuals,0
Jul 2018,Street,Unit Price,0
Jul 2018,Street,Unit Cost,0
Jul 2018,Street,Revenue,0
Jul 2018,Street,Cost of Sales,0
Jul 2018,Street,Gross Margin,0
Jul 2018,Street,Production Cost Mult,0
Jul 2018,Street,Deviation,0
Jul 2018,Street,Marginal Profit Mult Executed Sales,0
Jul 2018,Street,Marginal Profits,0
Jul 2018,Street,Sales,0
Jul 2018,Street,Executed Sales,0
Jul 2018,Street,Inventories,0
Jul 2018,Street,Allocations,0
Jul 2018,Street,Statistical Base Forecast,0
Jul 2018,Street,Sales Adjustment,0
Jul 2018,Street,Product Management Adjustment,0
Jul 2018,Street,Achievement%_Actual,0
Jul 2018,Street,Achievement%_Forecast,0
Jul 2018,Street,Production,0
Jul 2018,Street,Marginal Profits.,0
Jul 2018,Street,Max Trust 95%,0
Jul 2018,Street,Min Trust 95%,0
Jul 2018,Street,Ecart type WML,0
Jul 2018,Cruiser,store_sales,0
Jul 2018,Cruiser,store_command,0
Jul 2018,Cruiser,store_stocks,0
Jul 2018,Cruiser,Labor Costs,0
Jul 2018,Cruiser,Actuals,0
Jul 2018,Cruiser,Sellers_Forecast,0
Jul 2018,Cruiser,Sales Forecast,0
Jul 2018,Cruiser,Forecast Arma,0
Jul 2018,Cruiser,Demand Forecast.,0
Jul 2018,Cruiser,Target,0
Jul 2018,Cruiser,Last Years Actuals,0
Jul 2018,Cruiser,Unit Price,0
Jul 2018,Cruiser,Unit Cost,0
Jul 2018,Cruiser,Revenue,0
Jul 2018,Cruiser,Cost of Sales,0
Jul 2018,Cruiser,Gross Margin,0
Jul 2018,Cruiser,Production Cost Mult,0
Jul 2018,Cruiser,Deviation,0
Jul 2018,Cruiser,Marginal Profit Mult Executed Sales,0
Jul 2018,Cruiser,Marginal Profits,0
Jul 2018,Cruiser,Sales,0
Jul 2018,Cruiser,Executed Sales,0
Jul 2018,Cruiser,Inventories,0
Jul 2018,Cruiser,Allocations,0
Jul 2018,Cruiser,Statistical Base Forecast,0
Jul 2018,Cruiser,Sales Adjustment,0
Jul 2018,Cruiser,Product Management Adjustment,0
Jul 2018,Cruiser,Achievement%_Actual,0
Jul 2018,Cruiser,Achievement%_Forecast,0
Jul 2018,Cruiser,Production,0
Jul 2018,Cruiser,Marginal Profits.,0
Jul 2018,Cruiser,Max Trust 95%,0
Jul 2018,Cruiser,Min Trust 95%,0
Jul 2018,Cruiser,Ecart type WML,0
Jul 2018,Touring,store_sales,0
Jul 2018,Touring,store_command,0
Jul 2018,Touring,store_stocks,0
Jul 2018,Touring,Labor Costs,0
Jul 2018,Touring,Actuals,0
Jul 2018,Touring,Sellers_Forecast,0
Jul 2018,Touring,Sales Forecast,0
Jul 2018,Touring,Forecast Arma,0
Jul 2018,Touring,Demand Forecast.,0
Jul 2018,Touring,Target,0
Jul 2018,Touring,Last Years Actuals,0
Jul 2018,Touring,Unit Price,0
Jul 2018,Touring,Unit Cost,0
Jul 2018,Touring,Revenue,0
Jul 2018,Touring,Cost of Sales,0
Jul 2018,Touring,Gross Margin,0
Jul 2018,Touring,Production Cost Mult,0
Jul 2018,Touring,Deviation,0
Jul 2018,Touring,Marginal Profit Mult Executed Sales,0
Jul 2018,Touring,Marginal Profits,0
Jul 2018,Touring,Sales,0
Jul 2018,Touring,Executed Sales,0
Jul 2018,Touring,Inventories,0
Jul 2018,Touring,Allocations,0
Jul 2018,Touring,Statistical Base Forecast,0
Jul 2018,Touring,Sales Adjustment,0
Jul 2018,Touring,Product Management Adjustment,0
Jul 2018,Touring,Achievement%_Actual,0
Jul 2018,Touring,Achievement%_Forecast,0
Jul 2018,Touring,Production,0
Jul 2018,Touring,Marginal Profits.,0
Jul 2018,Touring,Max Trust 95%,0
Jul 2018,Touring,Min Trust 95%,0
Jul 2018,Touring,Ecart type WML,0
Jul 2018,Off-Road,store_sales,0
Jul 2018,Off-Road,store_command,0
Jul 2018,Off-Road,store_stocks,0
Jul 2018,Off-Road,Labor Costs,0
Jul 2018,Off-Road,Actuals,0
Jul 2018,Off-Road,Sellers_Forecast,0
Jul 2018,Off-Road,Sales Forecast,0
Jul 2018,Off-Road,Forecast Arma,0
Jul 2018,Off-Road,Demand Forecast.,0
Jul 2018,Off-Road,Target,0
Jul 2018,Off-Road,Last Years Actuals,0
Jul 2018,Off-Road,Unit Price,0
Jul 2018,Off-Road,Unit Cost,0
Jul 2018,Off-Road,Revenue,0
Jul 2018,Off-Road,Cost of Sales,0
Jul 2018,Off-Road,Gross Margin,0
Jul 2018,Off-Road,Production Cost Mult,0
Jul 2018,Off-Road,Deviation,0
Jul 2018,Off-Road,Marginal Profit Mult Executed Sales,0
Jul 2018,Off-Road,Marginal Profits,0
Jul 2018,Off-Road,Sales,0
Jul 2018,Off-Road,Executed Sales,20162
Jul 2018,Off-Road,Inventories,0
Jul 2018,Off-Road,Allocations,0
Jul 2018,Off-Road,Statistical Base Forecast,0
Jul 2018,Off-Road,Sales Adjustment,0
Jul 2018,Off-Road,Product Management Adjustment,0
Jul 2018,Off-Road,Achievement%_Actual,0
Jul 2018,Off-Road,Achievement%_Forecast,0
Jul 2018,Off-Road,Production,0
Jul 2018,Off-Road,Marginal Profits.,0
Jul 2018,Off-Road,Max Trust 95%,0
Jul 2018,Off-Road,Min Trust 95%,0
Jul 2018,Off-Road,Ecart type WML,0
Aug 2018,Street,store_sales,0
Aug 2018,Street,store_command,0
Aug 2018,Street,store_stocks,0
Aug 2018,Street,Labor Costs,0
Aug 2018,Street,Actuals,0
Aug 2018,Street,Sellers_Forecast,0
Aug 2018,Street,Sales Forecast,0
Aug 2018,Street,Forecast Arma,0
Aug 2018,Street,Demand Forecast.,0
Aug 2018,Street,Target,0
Aug 2018,Street,Last Years Actuals,0
Aug 2018,Street,Unit Price,0
Aug 2018,Street,Unit Cost,0
Aug 2018,Street,Revenue,0
Aug 2018,Street,Cost of Sales,0
