Products,Markets,Period,value
Enduro 350,Canada,Aug 2020,0
Enduro 350,Canada,Sep 2020,0
Enduro 350,Canada,Oct 2020,0
Enduro 350,Canada,Nov 2020,0
Enduro 350,Canada,Dec 2020,0
Enduro 350,Brazil,Jan 2020,10
Enduro 350,Brazil,Feb 2020,3
Enduro 350,Brazil,Mar 2020,0
Enduro 350,Brazil,Apr 2020,0
Enduro 350,Brazil,May 2020,0
Enduro 350,Brazil,Jun 2020,0
Enduro 350,Brazil,Jul 2020,0
Enduro 350,Brazil,Aug 2020,0
Enduro 350,Brazil,Sep 2020,0
Enduro 350,Brazil,Oct 2020,0
Enduro 350,Brazil,Nov 2020,0
Enduro 350,Brazil,Dec 2020,0
Enduro 350,Argentina,Jan 2020,31
Enduro 350,Argentina,Feb 2020,7
Enduro 350,Argentina,Mar 2020,1
Enduro 350,Argentina,Apr 2020,0
Enduro 350,Argentina,May 2020,0
Enduro 350,Argentina,Jun 2020,0
Enduro 350,Argentina,Jul 2020,0
Enduro 350,Argentina,Aug 2020,0
Enduro 350,Argentina,Sep 2020,0
Enduro 350,Argentina,Oct 2020,0
Enduro 350,Argentina,Nov 2020,0
Enduro 350,Argentina,Dec 2020,0
Enduro 350,UK,Jan 2020,4
Enduro 350,UK,Feb 2020,2
Enduro 350,UK,Mar 2020,0
Enduro 350,UK,Apr 2020,0
Enduro 350,UK,May 2020,0
Enduro 350,UK,Jun 2020,0
Enduro 350,UK,Jul 2020,0
Enduro 350,UK,Aug 2020,0
Enduro 350,UK,Sep 2020,0
Enduro 350,UK,Oct 2020,0
Enduro 350,UK,Nov 2020,0
Enduro 350,UK,Dec 2020,0
Enduro 350,France,Jan 2020,43
Enduro 350,France,Feb 2020,11
Enduro 350,France,Mar 2020,2
Enduro 350,France,Apr 2020,0
Enduro 350,France,May 2020,0
Enduro 350,France,Jun 2020,0
Enduro 350,France,Jul 2020,0
Enduro 350,France,Aug 2020,0
Enduro 350,France,Sep 2020,0
Enduro 350,France,Oct 2020,0
Enduro 350,France,Nov 2020,0
Enduro 350,France,Dec 2020,0
Enduro 350,Germany,Jan 2020,4
Enduro 350,Germany,Feb 2020,1
Enduro 350,Germany,Mar 2020,0
Enduro 350,Germany,Apr 2020,0
Enduro 350,Germany,May 2020,0
Enduro 350,Germany,Jun 2020,0
Enduro 350,Germany,Jul 2020,0
Enduro 350,Germany,Aug 2020,0
Enduro 350,Germany,Sep 2020,0
Enduro 350,Germany,Oct 2020,0
Enduro 350,Germany,Nov 2020,0
Enduro 350,Germany,Dec 2020,0
Enduro 350,Spain,Jan 2020,39
Enduro 350,Spain,Feb 2020,10
Enduro 350,Spain,Mar 2020,2
Enduro 350,Spain,Apr 2020,0
Enduro 350,Spain,May 2020,0
Enduro 350,Spain,Jun 2020,0
Enduro 350,Spain,Jul 2020,0
Enduro 350,Spain,Aug 2020,0
Enduro 350,Spain,Sep 2020,0
Enduro 350,Spain,Oct 2020,0
Enduro 350,Spain,Nov 2020,0
Enduro 350,Spain,Dec 2020,0
Enduro 350,Italy,Jan 2020,2
Enduro 350,Italy,Feb 2020,1
Enduro 350,Italy,Mar 2020,0
Enduro 350,Italy,Apr 2020,0
Enduro 350,Italy,May 2020,0
Enduro 350,Italy,Jun 2020,0
Enduro 350,Italy,Jul 2020,0
Enduro 350,Italy,Aug 2020,0
Enduro 350,Italy,Sep 2020,0
Enduro 350,Italy,Oct 2020,0
Enduro 350,Italy,Nov 2020,0
Enduro 350,Italy,Dec 2020,0
Enduro 350,China,Jan 2020,38
Enduro 350,China,Feb 2020,9
Enduro 350,China,Mar 2020,2
Enduro 350,China,Apr 2020,0
Enduro 350,China,May 2020,0
Enduro 350,China,Jun 2020,0
Enduro 350,China,Jul 2020,0
Enduro 350,China,Aug 2020,0
Enduro 350,China,Sep 2020,0
Enduro 350,China,Oct 2020,0
Enduro 350,China,Nov 2020,0
Enduro 350,China,Dec 2020,0
Enduro 350,Japan,Jan 2020,32
Enduro 350,Japan,Feb 2020,7
Enduro 350,Japan,Mar 2020,2
Enduro 350,Japan,Apr 2020,0
Enduro 350,Japan,May 2020,0
Enduro 350,Japan,Jun 2020,0
Enduro 350,Japan,Jul 2020,0
Enduro 350,Japan,Aug 2020,0
Enduro 350,Japan,Sep 2020,0
Enduro 350,Japan,Oct 2020,0
Enduro 350,Japan,Nov 2020,0
Enduro 350,Japan,Dec 2020,0
Enduro 350,Americas#,Jan 2020,0
Enduro 350,Americas#,Feb 2020,0
Enduro 350,Americas#,Mar 2020,0
Enduro 350,Americas#,Apr 2020,0
Enduro 350,Americas#,May 2020,0
Enduro 350,Americas#,Jun 2020,0
Enduro 350,Americas#,Jul 2020,0
Enduro 350,Americas#,Aug 2020,0
Enduro 350,Americas#,Sep 2020,0
Enduro 350,Americas#,Oct 2020,0
Enduro 350,Americas#,Nov 2020,0
Enduro 350,Americas#,Dec 2020,0
Enduro 350,EMEA#,Jan 2020,0
Enduro 350,EMEA#,Feb 2020,0
Enduro 350,EMEA#,Mar 2020,0
Enduro 350,EMEA#,Apr 2020,0
Enduro 350,EMEA#,May 2020,0
Enduro 350,EMEA#,Jun 2020,0
Enduro 350,EMEA#,Jul 2020,0
Enduro 350,EMEA#,Aug 2020,0
Enduro 350,EMEA#,Sep 2020,0
Enduro 350,EMEA#,Oct 2020,0
Enduro 350,EMEA#,Nov 2020,0
Enduro 350,EMEA#,Dec 2020,0
Enduro 350,APAC#,Jan 2020,0
Enduro 350,APAC#,Feb 2020,0
Enduro 350,APAC#,Mar 2020,0
Enduro 350,APAC#,Apr 2020,0
Enduro 350,APAC#,May 2020,0
Enduro 350,APAC#,Jun 2020,0
Enduro 350,APAC#,Jul 2020,0
Enduro 350,APAC#,Aug 2020,0
Enduro 350,APAC#,Sep 2020,0
Enduro 350,APAC#,Oct 2020,0
Enduro 350,APAC#,Nov 2020,0
Enduro 350,APAC#,Dec 2020,0
Enduro 350,Total Market#,Jan 2020,0
Enduro 350,Total Market#,Feb 2020,0
Enduro 350,Total Market#,Mar 2020,0
Enduro 350,Total Market#,Apr 2020,0
Enduro 350,Total Market#,May 2020,0
Enduro 350,Total Market#,Jun 2020,0
Enduro 350,Total Market#,Jul 2020,0
Enduro 350,Total Market#,Aug 2020,0
Enduro 350,Total Market#,Sep 2020,0
Enduro 350,Total Market#,Oct 2020,0
Enduro 350,Total Market#,Nov 2020,0
Enduro 350,Total Market#,Dec 2020,0
Enduro 450,US,Jan 2020,23
Enduro 450,US,Feb 2020,7
Enduro 450,US,Mar 2020,1
Enduro 450,US,Apr 2020,0
Enduro 450,US,May 2020,0
Enduro 450,US,Jun 2020,0
Enduro 450,US,Jul 2020,0
Enduro 450,US,Aug 2020,0
Enduro 450,US,Sep 2020,0
Enduro 450,US,Oct 2020,0
Enduro 450,US,Nov 2020,0
Enduro 450,US,Dec 2020,0
Enduro 450,Canada,Jan 2020,11
Enduro 450,Canada,Feb 2020,3
Enduro 450,Canada,Mar 2020,1
Enduro 450,Canada,Apr 2020,0
Enduro 450,Canada,May 2020,0
Enduro 450,Canada,Jun 2020,0
Enduro 450,Canada,Jul 2020,0
Enduro 450,Canada,Aug 2020,0
Enduro 450,Canada,Sep 2020,0
Enduro 450,Canada,Oct 2020,0
Enduro 450,Canada,Nov 2020,0
Enduro 450,Canada,Dec 2020,0
Enduro 450,Brazil,Jan 2020,27
Enduro 450,Brazil,Feb 2020,7
Enduro 450,Brazil,Mar 2020,1
Enduro 450,Brazil,Apr 2020,0
Enduro 450,Brazil,May 2020,0
Enduro 450,Brazil,Jun 2020,0
Enduro 450,Brazil,Jul 2020,0
Enduro 450,Brazil,Aug 2020,0
Enduro 450,Brazil,Sep 2020,0
Enduro 450,Brazil,Oct 2020,0
Enduro 450,Brazil,Nov 2020,0
Enduro 450,Brazil,Dec 2020,0
Enduro 450,Argentina,Jan 2020,7
Enduro 450,Argentina,Feb 2020,2
Enduro 450,Argentina,Mar 2020,0
Enduro 450,Argentina,Apr 2020,0
Enduro 450,Argentina,May 2020,0
Enduro 450,Argentina,Jun 2020,0
Enduro 450,Argentina,Jul 2020,0
Enduro 450,Argentina,Aug 2020,0
Enduro 450,Argentina,Sep 2020,0
Enduro 450,Argentina,Oct 2020,0
Enduro 450,Argentina,Nov 2020,0
Enduro 450,Argentina,Dec 2020,0
Enduro 450,UK,Jan 2020,24
Enduro 450,UK,Feb 2020,6
Enduro 450,UK,Mar 2020,1
Enduro 450,UK,Apr 2020,0
Enduro 450,UK,May 2020,0
Enduro 450,UK,Jun 2020,0
Enduro 450,UK,Jul 2020,0
Enduro 450,UK,Aug 2020,0
Enduro 450,UK,Sep 2020,0
Enduro 450,UK,Oct 2020,0
Enduro 450,UK,Nov 2020,0
Enduro 450,UK,Dec 2020,0
Enduro 450,France,Jan 2020,28
Enduro 450,France,Feb 2020,7
Enduro 450,France,Mar 2020,1
Enduro 450,France,Apr 2020,0
Enduro 450,France,May 2020,0
Enduro 450,France,Jun 2020,0
Enduro 450,France,Jul 2020,0
Enduro 450,France,Aug 2020,0
Enduro 450,France,Sep 2020,0
Enduro 450,France,Oct 2020,0
Enduro 450,France,Nov 2020,0
Enduro 450,France,Dec 2020,0
Enduro 450,Germany,Jan 2020,41
Enduro 450,Germany,Feb 2020,10
Enduro 450,Germany,Mar 2020,2
Enduro 450,Germany,Apr 2020,0
Enduro 450,Germany,May 2020,0
Enduro 450,Germany,Jun 2020,0
Enduro 450,Germany,Jul 2020,0
Enduro 450,Germany,Aug 2020,0
Enduro 450,Germany,Sep 2020,0
Enduro 450,Germany,Oct 2020,0
Enduro 450,Germany,Nov 2020,0
Enduro 450,Germany,Dec 2020,0
Enduro 450,Spain,Jan 2020,15
Enduro 450,Spain,Feb 2020,4
Enduro 450,Spain,Mar 2020,1
Enduro 450,Spain,Apr 2020,0
Enduro 450,Spain,May 2020,0
Enduro 450,Spain,Jun 2020,0
Enduro 450,Spain,Jul 2020,0
Enduro 450,Spain,Aug 2020,0
Enduro 450,Spain,Sep 2020,0
Enduro 450,Spain,Oct 2020,0
Enduro 450,Spain,Nov 2020,0
Enduro 450,Spain,Dec 2020,0
Enduro 450,Italy,Jan 2020,14
Enduro 450,Italy,Feb 2020,4
Enduro 450,Italy,Mar 2020,1
Enduro 450,Italy,Apr 2020,0
Enduro 450,Italy,May 2020,0
Enduro 450,Italy,Jun 2020,0
Enduro 450,Italy,Jul 2020,0
Enduro 450,Italy,Aug 2020,0
Enduro 450,Italy,Sep 2020,0
Enduro 450,Italy,Oct 2020,0
Enduro 450,Italy,Nov 2020,0
Enduro 450,Italy,Dec 2020,0
Enduro 450,China,Jan 2020,21
Enduro 450,China,Feb 2020,6
Enduro 450,China,Mar 2020,1
Enduro 450,China,Apr 2020,0
Enduro 450,China,May 2020,0
Enduro 450,China,Jun 2020,0
Enduro 450,China,Jul 2020,0
Enduro 450,China,Aug 2020,0
Enduro 450,China,Sep 2020,0
Enduro 450,China,Oct 2020,0
Enduro 450,China,Nov 2020,0
Enduro 450,China,Dec 2020,0
Enduro 450,Japan,Jan 2020,30
Enduro 450,Japan,Feb 2020,7
Enduro 450,Japan,Mar 2020,1
Enduro 450,Japan,Apr 2020,0
Enduro 450,Japan,May 2020,0
Enduro 450,Japan,Jun 2020,0
Enduro 450,Japan,Jul 2020,0
Enduro 450,Japan,Aug 2020,0
Enduro 450,Japan,Sep 2020,0
Enduro 450,Japan,Oct 2020,0
Enduro 450,Japan,Nov 2020,0
Enduro 450,Japan,Dec 2020,0
Enduro 450,Americas#,Jan 2020,0
Enduro 450,Americas#,Feb 2020,0
Enduro 450,Americas#,Mar 2020,0
Enduro 450,Americas#,Apr 2020,0
Enduro 450,Americas#,May 2020,0
Enduro 450,Americas#,Jun 2020,0
Enduro 450,Americas#,Jul 2020,0
Enduro 450,Americas#,Aug 2020,0
Enduro 450,Americas#,Sep 2020,0
Enduro 450,Americas#,Oct 2020,0
Enduro 450,Americas#,Nov 2020,0
Enduro 450,Americas#,Dec 2020,0
Enduro 450,EMEA#,Jan 2020,0
Enduro 450,EMEA#,Feb 2020,0
Enduro 450,EMEA#,Mar 2020,0
Enduro 450,EMEA#,Apr 2020,0
Enduro 450,EMEA#,May 2020,0
Enduro 450,EMEA#,Jun 2020,0
Enduro 450,EMEA#,Jul 2020,0
Enduro 450,EMEA#,Aug 2020,0
Enduro 450,EMEA#,Sep 2020,0
Enduro 450,EMEA#,Oct 2020,0
Enduro 450,EMEA#,Nov 2020,0
Enduro 450,EMEA#,Dec 2020,0
Enduro 450,APAC#,Jan 2020,0
Enduro 450,APAC#,Feb 2020,0
Enduro 450,APAC#,Mar 2020,0
Enduro 450,APAC#,Apr 2020,0
Enduro 450,APAC#,May 2020,0
Enduro 450,APAC#,Jun 2020,0
Enduro 450,APAC#,Jul 2020,0
Enduro 450,APAC#,Aug 2020,0
Enduro 450,APAC#,Sep 2020,0
Enduro 450,APAC#,Oct 2020,0
Enduro 450,APAC#,Nov 2020,0
Enduro 450,APAC#,Dec 2020,0
Enduro 450,Total Market#,Jan 2020,0
Enduro 450,Total Market#,Feb 2020,0
Enduro 450,Total Market#,Mar 2020,0
Enduro 450,Total Market#,Apr 2020,0
Enduro 450,Total Market#,May 2020,0
Enduro 450,Total Market#,Jun 2020,0
Enduro 450,Total Market#,Jul 2020,0
Enduro 450,Total Market#,Aug 2020,0
Enduro 450,Total Market#,Sep 2020,0
Enduro 450,Total Market#,Oct 2020,0
Enduro 450,Total Market#,Nov 2020,0
Enduro 450,Total Market#,Dec 2020,0
Enduro 550,US,Jan 2020,36
Enduro 550,US,Feb 2020,9
Enduro 550,US,Mar 2020,2
Enduro 550,US,Apr 2020,0
Enduro 550,US,May 2020,0
Enduro 550,US,Jun 2020,0
Enduro 550,US,Jul 2020,0
Enduro 550,US,Aug 2020,0
Enduro 550,US,Sep 2020,0
Enduro 550,US,Oct 2020,0
Enduro 550,US,Nov 2020,0
Enduro 550,US,Dec 2020,0
Enduro 550,Canada,Jan 2020,25
Enduro 550,Canada,Feb 2020,7
Enduro 550,Canada,Mar 2020,1
Enduro 550,Canada,Apr 2020,0
Enduro 550,Canada,May 2020,0
Enduro 550,Canada,Jun 2020,0
Enduro 550,Canada,Jul 2020,0
Enduro 550,Canada,Aug 2020,0
Enduro 550,Canada,Sep 2020,0
Enduro 550,Canada,Oct 2020,0
Enduro 550,Canada,Nov 2020,0
Enduro 550,Canada,Dec 2020,0
Enduro 550,Brazil,Jan 2020,10
Enduro 550,Brazil,Feb 2020,2
Enduro 550,Brazil,Mar 2020,0
Enduro 550,Brazil,Apr 2020,0
Enduro 550,Brazil,May 2020,0
Enduro 550,Brazil,Jun 2020,0
Enduro 550,Brazil,Jul 2020,0
Enduro 550,Brazil,Aug 2020,0
Enduro 550,Brazil,Sep 2020,0
Enduro 550,Brazil,Oct 2020,0
Enduro 550,Brazil,Nov 2020,0
Enduro 550,Brazil,Dec 2020,0
Enduro 550,Argentina,Jan 2020,22
Enduro 550,Argentina,Feb 2020,6
Enduro 550,Argentina,Mar 2020,1
Enduro 550,Argentina,Apr 2020,0
Enduro 550,Argentina,May 2020,0
Enduro 550,Argentina,Jun 2020,0
Enduro 550,Argentina,Jul 2020,0
Enduro 550,Argentina,Aug 2020,0
Enduro 550,Argentina,Sep 2020,0
Enduro 550,Argentina,Oct 2020,0
Enduro 550,Argentina,Nov 2020,0
Enduro 550,Argentina,Dec 2020,0
Enduro 550,UK,Jan 2020,20
Enduro 550,UK,Feb 2020,5
Enduro 550,UK,Mar 2020,1
Enduro 550,UK,Apr 2020,0
Enduro 550,UK,May 2020,0
Enduro 550,UK,Jun 2020,0
Enduro 550,UK,Jul 2020,0
Enduro 550,UK,Aug 2020,0
Enduro 550,UK,Sep 2020,0
Enduro 550,UK,Oct 2020,0
Enduro 550,UK,Nov 2020,0
Enduro 550,UK,Dec 2020,0
Enduro 550,France,Jan 2020,16
Enduro 550,France,Feb 2020,4
Enduro 550,France,Mar 2020,1
Enduro 550,France,Apr 2020,0
Enduro 550,France,May 2020,0
Enduro 550,France,Jun 2020,0
Enduro 550,France,Jul 2020,0
Enduro 550,France,Aug 2020,0
Enduro 550,France,Sep 2020,0
Enduro 550,France,Oct 2020,0
Enduro 550,France,Nov 2020,0
Enduro 550,France,Dec 2020,0
Enduro 550,Germany,Jan 2020,36
Enduro 550,Germany,Feb 2020,9
Enduro 550,Germany,Mar 2020,2
Enduro 550,Germany,Apr 2020,0
Enduro 550,Germany,May 2020,0
Enduro 550,Germany,Jun 2020,0
Enduro 550,Germany,Jul 2020,0
Enduro 550,Germany,Aug 2020,0
Enduro 550,Germany,Sep 2020,0
Enduro 550,Germany,Oct 2020,0
Enduro 550,Germany,Nov 2020,0
Enduro 550,Germany,Dec 2020,0
Enduro 550,Spain,Jan 2020,23
Enduro 550,Spain,Feb 2020,6
Enduro 550,Spain,Mar 2020,1
Enduro 550,Spain,Apr 2020,0
Enduro 550,Spain,May 2020,0
Enduro 550,Spain,Jun 2020,0
Enduro 550,Spain,Jul 2020,0
Enduro 550,Spain,Aug 2020,0
Enduro 550,Spain,Sep 2020,0
Enduro 550,Spain,Oct 2020,0
Enduro 550,Spain,Nov 2020,0
Enduro 550,Spain,Dec 2020,0
Enduro 550,Italy,Jan 2020,38
Enduro 550,Italy,Feb 2020,10
Enduro 550,Italy,Mar 2020,2
Enduro 550,Italy,Apr 2020,0
Enduro 550,Italy,May 2020,0
Enduro 550,Italy,Jun 2020,0
Enduro 550,Italy,Jul 2020,0
Enduro 550,Italy,Aug 2020,0
Enduro 550,Italy,Sep 2020,0
Enduro 550,Italy,Oct 2020,0
Enduro 550,Italy,Nov 2020,0
Enduro 550,Italy,Dec 2020,0
Enduro 550,China,Jan 2020,41
Enduro 550,China,Feb 2020,10
Enduro 550,China,Mar 2020,2
Enduro 550,China,Apr 2020,0
Enduro 550,China,May 2020,0
Enduro 550,China,Jun 2020,0
Enduro 550,China,Jul 2020,0
Enduro 550,China,Aug 2020,0
Enduro 550,China,Sep 2020,0
Enduro 550,China,Oct 2020,0
Enduro 550,China,Nov 2020,0
Enduro 550,China,Dec 2020,0
Enduro 550,Japan,Jan 2020,34
Enduro 550,Japan,Feb 2020,9
Enduro 550,Japan,Mar 2020,2
Enduro 550,Japan,Apr 2020,0
Enduro 550,Japan,May 2020,0
Enduro 550,Japan,Jun 2020,0
Enduro 550,Japan,Jul 2020,0
Enduro 550,Japan,Aug 2020,0
Enduro 550,Japan,Sep 2020,0
Enduro 550,Japan,Oct 2020,0
Enduro 550,Japan,Nov 2020,0
Enduro 550,Japan,Dec 2020,0
Enduro 550,Americas#,Jan 2020,0
Enduro 550,Americas#,Feb 2020,0
Enduro 550,Americas#,Mar 2020,0
Enduro 550,Americas#,Apr 2020,0
Enduro 550,Americas#,May 2020,0
Enduro 550,Americas#,Jun 2020,0
Enduro 550,Americas#,Jul 2020,0
Enduro 550,Americas#,Aug 2020,0
Enduro 550,Americas#,Sep 2020,0
Enduro 550,Americas#,Oct 2020,0
Enduro 550,Americas#,Nov 2020,0
Enduro 550,Americas#,Dec 2020,0
Enduro 550,EMEA#,Jan 2020,0
Enduro 550,EMEA#,Feb 2020,0
Enduro 550,EMEA#,Mar 2020,0
Enduro 550,EMEA#,Apr 2020,0
Enduro 550,EMEA#,May 2020,0
Enduro 550,EMEA#,Jun 2020,0
Enduro 550,EMEA#,Jul 2020,0
Enduro 550,EMEA#,Aug 2020,0
Enduro 550,EMEA#,Sep 2020,0
Enduro 550,EMEA#,Oct 2020,0
Enduro 550,EMEA#,Nov 2020,0
Enduro 550,EMEA#,Dec 2020,0
Enduro 550,APAC#,Jan 2020,0
Enduro 550,APAC#,Feb 2020,0
Enduro 550,APAC#,Mar 2020,0
Enduro 550,APAC#,Apr 2020,0
Enduro 550,APAC#,May 2020,0
Enduro 550,APAC#,Jun 2020,0
Enduro 550,APAC#,Jul 2020,0
Enduro 550,APAC#,Aug 2020,0
Enduro 550,APAC#,Sep 2020,0
Enduro 550,APAC#,Oct 2020,0
Enduro 550,APAC#,Nov 2020,0
Enduro 550,APAC#,Dec 2020,0
Enduro 550,Total Market#,Jan 2020,0
Enduro 550,Total Market#,Feb 2020,0
Enduro 550,Total Market#,Mar 2020,0
Enduro 550,Total Market#,Apr 2020,0
Enduro 550,Total Market#,May 2020,0
Enduro 550,Total Market#,Jun 2020,0
Enduro 550,Total Market#,Jul 2020,0
Enduro 550,Total Market#,Aug 2020,0
Enduro 550,Total Market#,Sep 2020,0
Enduro 550,Total Market#,Oct 2020,0
Enduro 550,Total Market#,Nov 2020,0
Enduro 550,Total Market#,Dec 2020,0
CRX500,US,Jan 2020,24
CRX500,US,Feb 2020,7
CRX500,US,Mar 2020,1
CRX500,US,Apr 2020,0
CRX500,US,May 2020,0
CRX500,US,Jun 2020,0
CRX500,US,Jul 2020,0
CRX500,US,Aug 2020,0
CRX500,US,Sep 2020,0
CRX500,US,Oct 2020,0
CRX500,US,Nov 2020,0
CRX500,US,Dec 2020,0
CRX500,Canada,Jan 2020,10
CRX500,Canada,Feb 2020,3
CRX500,Canada,Mar 2020,0
CRX500,Canada,Apr 2020,0
CRX500,Canada,May 2020,0
CRX500,Canada,Jun 2020,0
CRX500,Canada,Jul 2020,0
CRX500,Canada,Aug 2020,0
CRX500,Canada,Sep 2020,0
CRX500,Canada,Oct 2020,0
CRX500,Canada,Nov 2020,0
CRX500,Canada,Dec 2020,0
CRX500,Brazil,Jan 2020,29
CRX500,Brazil,Feb 2020,7
CRX500,Brazil,Mar 2020,1
CRX500,Brazil,Apr 2020,0
CRX500,Brazil,May 2020,0
CRX500,Brazil,Jun 2020,0
CRX500,Brazil,Jul 2020,0
CRX500,Brazil,Aug 2020,0
CRX500,Brazil,Sep 2020,0
CRX500,Brazil,Oct 2020,0
CRX500,Brazil,Nov 2020,0
CRX500,Brazil,Dec 2020,0
CRX500,Argentina,Jan 2020,35
CRX500,Argentina,Feb 2020,8
CRX500,Argentina,Mar 2020,2
CRX500,Argentina,Apr 2020,0
CRX500,Argentina,May 2020,0
CRX500,Argentina,Jun 2020,0
CRX500,Argentina,Jul 2020,0
CRX500,Argentina,Aug 2020,0
CRX500,Argentina,Sep 2020,0
CRX500,Argentina,Oct 2020,0
CRX500,Argentina,Nov 2020,0
CRX500,Argentina,Dec 2020,0
CRX500,UK,Jan 2020,33
CRX500,UK,Feb 2020,8
CRX500,UK,Mar 2020,2
CRX500,UK,Apr 2020,0
CRX500,UK,May 2020,0
CRX500,UK,Jun 2020,0
CRX500,UK,Jul 2020,0
CRX500,UK,Aug 2020,0
CRX500,UK,Sep 2020,0
CRX500,UK,Oct 2020,0
CRX500,UK,Nov 2020,0
CRX500,UK,Dec 2020,0
CRX500,France,Jan 2020,26
CRX500,France,Feb 2020,6
CRX500,France,Mar 2020,1
CRX500,France,Apr 2020,0
CRX500,France,May 2020,0
CRX500,France,Jun 2020,0
CRX500,France,Jul 2020,0
CRX500,France,Aug 2020,0
CRX500,France,Sep 2020,0
CRX500,France,Oct 2020,0
CRX500,France,Nov 2020,0
CRX500,France,Dec 2020,0
CRX500,Germany,Jan 2020,24
CRX500,Germany,Feb 2020,6
CRX500,Germany,Mar 2020,1
CRX500,Germany,Apr 2020,0
CRX500,Germany,May 2020,0
CRX500,Germany,Jun 2020,0
CRX500,Germany,Jul 2020,0
CRX500,Germany,Aug 2020,0
CRX500,Germany,Sep 2020,0
CRX500,Germany,Oct 2020,0
CRX500,Germany,Nov 2020,0
CRX500,Germany,Dec 2020,0
CRX500,Spain,Jan 2020,22
CRX500,Spain,Feb 2020,6
CRX500,Spain,Mar 2020,1
CRX500,Spain,Apr 2020,0
CRX500,Spain,May 2020,0
CRX500,Spain,Jun 2020,0
CRX500,Spain,Jul 2020,0
CRX500,Spain,Aug 2020,0
CRX500,Spain,Sep 2020,0
CRX500,Spain,Oct 2020,0
CRX500,Spain,Nov 2020,0
CRX500,Spain,Dec 2020,0
CRX500,Italy,Jan 2020,42
CRX500,Italy,Feb 2020,11
CRX500,Italy,Mar 2020,2
CRX500,Italy,Apr 2020,0
CRX500,Italy,May 2020,0
CRX500,Italy,Jun 2020,0
CRX500,Italy,Jul 2020,0
CRX500,Italy,Aug 2020,0
CRX500,Italy,Sep 2020,0
CRX500,Italy,Oct 2020,0
CRX500,Italy,Nov 2020,0
CRX500,Italy,Dec 2020,0
CRX500,China,Jan 2020,20
CRX500,China,Feb 2020,4
CRX500,China,Mar 2020,1
CRX500,China,Apr 2020,0
CRX500,China,May 2020,0
CRX500,China,Jun 2020,0
CRX500,China,Jul 2020,0
CRX500,China,Aug 2020,0
CRX500,China,Sep 2020,0
CRX500,China,Oct 2020,0
CRX500,China,Nov 2020,0
CRX500,China,Dec 2020,0
CRX500,Japan,Jan 2020,35
CRX500,Japan,Feb 2020,9
CRX500,Japan,Mar 2020,2
CRX500,Japan,Apr 2020,0
CRX500,Japan,May 2020,0
CRX500,Japan,Jun 2020,0
CRX500,Japan,Jul 2020,0
CRX500,Japan,Aug 2020,0
CRX500,Japan,Sep 2020,0
CRX500,Japan,Oct 2020,0
CRX500,Japan,Nov 2020,0
CRX500,Japan,Dec 2020,0
CRX500,Americas#,Jan 2020,0
CRX500,Americas#,Feb 2020,0
CRX500,Americas#,Mar 2020,0
CRX500,Americas#,Apr 2020,0
CRX500,Americas#,May 2020,0
CRX500,Americas#,Jun 2020,0
CRX500,Americas#,Jul 2020,0
CRX500,Americas#,Aug 2020,0
CRX500,Americas#,Sep 2020,0
CRX500,Americas#,Oct 2020,0
CRX500,Americas#,Nov 2020,0
CRX500,Americas#,Dec 2020,0
CRX500,EMEA#,Jan 2020,0
CRX500,EMEA#,Feb 2020,0
CRX500,EMEA#,Mar 2020,0
CRX500,EMEA#,Apr 2020,0
CRX500,EMEA#,May 2020,0
CRX500,EMEA#,Jun 2020,0
CRX500,EMEA#,Jul 2020,0
CRX500,EMEA#,Aug 2020,0
CRX500,EMEA#,Sep 2020,0
CRX500,EMEA#,Oct 2020,0
CRX500,EMEA#,Nov 2020,0
CRX500,EMEA#,Dec 2020,0
CRX500,APAC#,Jan 2020,0
CRX500,APAC#,Feb 2020,0
CRX500,APAC#,Mar 2020,0
CRX500,APAC#,Apr 2020,0
CRX500,APAC#,May 2020,0
CRX500,APAC#,Jun 2020,0
CRX500,APAC#,Jul 2020,0
CRX500,APAC#,Aug 2020,0
CRX500,APAC#,Sep 2020,0
CRX500,APAC#,Oct 2020,0
CRX500,APAC#,Nov 2020,0
CRX500,APAC#,Dec 2020,0
CRX500,Total Market#,Jan 2020,0
CRX500,Total Market#,Feb 2020,0
CRX500,Total Market#,Mar 2020,0
CRX500,Total Market#,Apr 2020,0
CRX500,Total Market#,May 2020,0
CRX500,Total Market#,Jun 2020,0
CRX500,Total Market#,Jul 2020,0
CRX500,Total Market#,Aug 2020,0
CRX500,Total Market#,Sep 2020,0
CRX500,Total Market#,Oct 2020,0
CRX500,Total Market#,Nov 2020,0
CRX500,Total Market#,Dec 2020,0
CRS550,US,Jan 2020,38
CRS550,US,Feb 2020,9
CRS550,US,Mar 2020,2
CRS550,US,Apr 2020,0
CRS550,US,May 2020,0
CRS550,US,Jun 2020,0
CRS550,US,Jul 2020,0
CRS550,US,Aug 2020,0
CRS550,US,Sep 2020,0
CRS550,US,Oct 2020,0
CRS550,US,Nov 2020,0
CRS550,US,Dec 2020,0
CRS550,Canada,Jan 2020,31
CRS550,Canada,Feb 2020,7
CRS550,Canada,Mar 2020,2
CRS550,Canada,Apr 2020,0
CRS550,Canada,May 2020,0
CRS550,Canada,Jun 2020,0
CRS550,Canada,Jul 2020,0
CRS550,Canada,Aug 2020,0
CRS550,Canada,Sep 2020,0
CRS550,Canada,Oct 2020,0
